index,word,score,data_frequency,common
982,BENIS,7,0,0
983,BENNE,7,52776,0
984,BENNI,7,124117,0
985,BENNY,10,2393928,1
986,BENTO,7,215039,0
987,BENTS,7,51470,0
988,BENTY,10,0,0
989,BEPAT,9,0,0
990,BERAY,10,0,0
991,BERES,7,108650,0
992,BERET,7,330199,0
993,BERGS,8,58033,0
994,BERKO,11,26479,0
995,BERKS,11,687726,0
996,BERME,9,0,0
997,BERMS,9,147739,0
998,BEROB,9,0,0
999,BERRY,10,7551906,1
1000,BERTH,10,1056010,0
1001,BERYL,10,547615,0
1002,BESAT,7,0,0
1003,BESAW,10,13762,0
1004,BESEE,7,0,0
1005,BESES,7,0,0
1006,BESET,7,373969,0
1007,BESIT,7,0,0
1008,BESOM,9,42868,0
1009,BESOT,7,0,0
1010,BESTI,7,0,0
1011,BESTS,7,224868,0
1012,BETAS,7,306327,0
1013,BETED,8,0,0
1014,BETEL,7,126006,0
1015,BETES,7,27006,0
1016,BETHS,10,0,0
1017,BETID,8,0,0
1018,BETON,7,105740,0
1019,BETTA,7,439416,0
1020,BETTY,10,6858121,1
1021,BEVEL,10,571985,0
1022,BEVER,10,72891,0
1023,BEVOR,10,58495,0
1024,BEVUE,10,0,0
1025,BEVVY,16,0,0
1026,BEWET,10,0,0
1027,BEWIG,11,0,0
1028,BEZEL,16,1692595,1
1029,BEZES,16,0,0
1030,BEZIL,16,0,0
1031,BEZZY,28,0,0
1032,BHAIS,10,0,0
1033,BHAJI,17,18778,0
1034,BHANG,11,20562,0
1035,BHATS,10,0,0
1036,BHELS,10,0,0
1037,BHOOT,10,0,0
1038,BHUNA,10,0,0
1039,BHUTS,10,0,0
1040,BIACH,12,0,0
1041,BIALI,7,0,0
1042,BIALY,10,23321,0
1043,BIBBS,11,57588,0
1044,BIBES,9,0,0
1045,BIBLE,9,45080741,1
1046,BICCY,14,0,0
1047,BICEP,11,162754,0
1048,BICES,9,0,0
1049,BIDDY,12,137910,0
1050,BIDED,9,20170,0
1051,BIDER,8,0,0
1052,BIDES,8,16845,0
1053,BIDET,8,335335,0
1054,BIDIS,8,31810,0
1055,BIDON,8,0,0
1056,BIELD,8,0,0
1057,BIERS,7,0,0
1058,BIFFO,13,0,0
1059,BIFFS,13,0,0
1060,BIFFY,16,58886,0
1061,BIFID,11,14746,0
1062,BIGAE,8,0,0
1063,BIGGS,9,782849,0
1064,BIGGY,12,55567,0
1065,BIGHA,11,0,0
1066,BIGHT,11,253016,0
1067,BIGLY,11,0,0
1068,BIGOS,8,0,0
1069,BIGOT,8,258267,0
1070,BIJOU,14,341954,0
1071,BIKED,12,53763,0
1072,BIKER,11,3530897,1
1073,BIKES,11,10740880,1
1074,BIKIE,11,0,0
1075,BILBO,9,255543,0
1076,BILBY,12,56263,0
1077,BILED,8,0,0
1078,BILES,7,57387,0
1079,BILGE,8,412304,0
1080,BILGY,11,0,0
1081,BILKS,11,0,0
1082,BILLS,7,18248816,1
1083,BILLY,10,13515249,1
1084,BIMAH,12,0,0
1085,BIMAS,9,0,0
1086,BIMBO,11,577216,0
1087,BINAL,7,14312,0
1088,BINDI,8,151524,0
1089,BINDS,8,2193939,1
1090,BINER,7,50080,0
1091,BINES,7,32124,0
1092,BINGE,8,850412,0
1093,BINGO,8,9539002,1
1094,BINGS,8,0,0
1095,BINGY,11,0,0
1096,BINIT,7,0,0
1097,BINKS,11,163972,0
1098,BINTS,7,0,0
1099,BIOGS,8,37080,0
1100,BIOME,9,174268,0
1101,BIONT,7,0,0
1102,BIOTA,7,434729,0
1103,BIPED,10,76820,0
1104,BIPOD,10,61691,0
1105,BIRCH,12,2936180,1
1106,BIRDS,8,19693729,1
1107,BIRKS,11,120549,0
1108,BIRLE,7,0,0
1109,BIRLS,7,19278,0
1110,BIROS,7,0,0
1111,BIRRS,7,0,0
1112,BIRSE,7,20224,0
1113,BIRSY,10,0,0
1114,BIRTH,10,36286070,1
1115,BISES,7,0,0
1116,BISKS,11,0,0
1117,BISOM,9,0,0
1118,BISON,7,2002028,1
1119,BITCH,12,8302447,1
1120,BITER,7,127349,0
1121,BITES,7,3086130,1
1122,BITOS,7,0,0
1123,BITOU,7,0,0
1124,BITSY,10,135378,0
1125,BITTE,7,1056982,0
1126,BITTS,7,0,0
1127,BITTY,10,409188,0
1128,BIVIA,10,0,0
1129,BIVVY,16,45002,0
1130,BIZES,16,0,0
1131,BIZZO,25,0,0
1132,BIZZY,28,235736,0
1133,BLABS,9,0,0
1134,BLACK,13,244690155,1
1135,BLADE,8,11527988,1
1136,BLADS,8,0,0
1137,BLADY,11,0,0
1138,BLAER,7,0,0
1139,BLAES,7,0,0
1140,BLAFF,13,0,0
1141,BLAGS,8,0,0
1142,BLAHS,10,68598,0
1143,BLAIN,7,185777,0
1144,BLAME,9,8170544,1
1145,BLAMS,9,0,0
1146,BLAND,8,1606490,1
1147,BLANK,11,18150537,1
1148,BLARE,7,49365,0
1149,BLART,7,0,0
1150,BLASE,7,79486,0
1151,BLASH,10,0,0
1152,BLAST,7,9387171,1
1153,BLATE,7,0,0
1154,BLATS,7,0,0
1155,BLATT,7,176015,0
1156,BLAUD,8,0,0
1157,BLAWN,10,0,0
1158,BLAWS,10,0,0
1159,BLAYS,10,0,0
1160,BLAZE,16,2448412,1
1161,BLEAK,11,1088632,0
1162,BLEAR,7,0,0
1163,BLEAT,7,144793,0
1164,BLEBS,9,20013,0
1165,BLECH,12,124878,0
1166,BLEED,8,1989071,1
1167,BLEEP,9,397961,0
1168,BLEES,7,0,0
1169,BLEND,8,9680982,1
1170,BLENT,7,0,0
1171,BLERT,7,0,0
1172,BLESS,7,5477461,1
1173,BLEST,7,159216,0
1174,BLETS,7,0,0
1175,BLEYS,10,21869,0
1176,BLIMP,11,263458,0
1177,BLIMY,12,0,0
1178,BLIND,8,16485480,1
1179,BLING,8,1627355,1
1180,BLINI,7,19794,0
1181,BLINK,11,5257629,1
1182,BLINS,7,0,0
1183,BLINY,10,0,0
1184,BLIPS,9,93096,0
1185,BLISS,7,3708978,1
1186,BLIST,7,16549,0
1187,BLITE,7,0,0
1188,BLITS,7,19557,0
1189,BLITZ,16,2476009,1
1190,BLIVE,10,21681,0
1191,BLOAT,7,315923,0
1192,BLOBS,9,332665,0
1193,BLOCK,13,49694725,1
1194,BLOCS,9,244531,0
1195,BLOGS,8,46978262,1
1196,BLOKE,11,766763,0
1197,BLOND,8,5155053,1
1198,BLOOD,8,61348302,1
1199,BLOOK,11,34378,0
1200,BLOOM,9,5456938,1
1201,BLOOP,9,33990,0
1202,BLORE,7,26544,0
1203,BLOTS,7,249068,0
1204,BLOWN,10,4229918,1
1205,BLOWS,10,2556663,1
1206,BLOWY,13,0,0
1207,BLUBS,9,0,0
1208,BLUDE,8,0,0
1209,BLUDS,8,0,0
1210,BLUDY,11,0,0
1211,BLUED,8,91789,0
1212,BLUER,7,80668,0
1213,BLUES,7,23387172,1
1214,BLUET,7,39292,0
1215,BLUEY,10,75731,0
1216,BLUFF,13,3906671,1
1217,BLUID,8,0,0
1218,BLUME,9,421456,0
1219,BLUNK,11,28171,0
1220,BLUNT,7,4129800,1
1221,BLURB,9,776249,0
1222,BLURS,7,268623,0
1223,BLURT,7,86781,0
1224,BLUSH,10,1722003,1
1225,BLYPE,12,0,0
1226,BOABS,9,0,0
1227,BOAKS,11,0,0
1228,BOARD,8,212361059,1
1229,BOARS,7,191697,0
1230,BOART,7,14110,0
1231,BOAST,7,1239080,0
1232,BOATS,7,15600762,1
1233,BOBAC,11,0,0
1234,BOBAK,13,24111,0
1235,BOBAS,9,0,0
1236,BOBBY,14,8964342,1
1237,BOBOL,9,0,0
1238,BOBOS,9,27432,0
1239,BOCCA,11,164468,0
1240,BOCCE,11,181807,0
1241,BOCCI,11,36179,0
1242,BOCHE,12,22819,0
1243,BOCKS,13,19385,0
1244,BODED,9,14099,0
1245,BODES,8,170580,0
1246,BODGE,9,24225,0
1247,BODHI,11,146406,0
1248,BODLE,8,14619,0
1249,BOEPS,9,0,0
1250,BOETS,7,0,0
1251,BOEUF,10,81542,0
1252,BOFFO,13,36747,0
1253,BOFFS,13,0,0
1254,BOGAN,8,181052,0
1255,BOGEY,11,350651,0
1256,BOGGY,12,125025,0
1257,BOGIE,8,180493,0
1258,BOGLE,8,231716,0
1259,BOGUE,8,188533,0
1260,BOGUS,8,1903710,1
1261,BOHEA,10,0,0
1262,BOHOS,10,0,0
1263,BOILS,7,720481,0
1264,BOING,8,1870671,1
1265,BOINK,11,60028,0
1266,BOITE,7,197551,0
1267,BOKED,12,0,0
1268,BOKEH,14,40320,0
1269,BOKES,11,32100,0
1270,BOKOS,11,29471,0
1271,BOLAR,7,19223,0
1272,BOLAS,7,43633,0
1273,BOLDS,8,17710,0
1274,BOLES,7,267384,0
1275,BOLIX,14,0,0
1276,BOLLS,7,41704,0
1277,BOLOS,7,31187,0
1278,BOLTS,7,3682849,1
1279,BOLUS,7,275931,0
1280,BOMAS,9,0,0
1281,BOMBE,11,136941,0
1282,BOMBO,11,34612,0
1283,BOMBS,11,3999701,1
1284,BONCE,9,0,0
1285,BONDS,8,15431252,1
1286,BONED,8,385216,0
1287,BONER,7,301402,0
1288,BONES,7,7717501,1
1289,BONEY,10,409772,0
1290,BONGO,8,767108,0
1291,BONGS,8,415527,0
1292,BONIE,7,0,0
1293,BONKS,11,0,0
1294,BONNE,7,683697,0
1295,BONNY,10,438690,0
1296,BONUS,7,27819488,1
1297,BONZA,16,22431,0
1298,BONZE,16,0,0
1299,BOOAI,7,0,0
1300,BOOAY,10,0,0
1301,BOOBS,9,21461250,1
1302,BOOBY,12,379438,0
1303,BOODY,11,29996,0
1304,BOOED,8,160116,0
1305,BOOFY,13,0,0
1306,BOOGY,11,34796,0
1307,BOOHS,10,0,0
1308,BOOKS,11,347710184,1
1309,BOOKY,14,0,0
1310,BOOLS,7,52775,0
1311,BOOMS,9,524101,0
1312,BOOMY,12,20346,0
1313,BOONG,8,0,0
1314,BOONS,7,51432,0
1315,BOORD,8,24287,0
1316,BOORS,7,15103,0
1317,BOOSE,7,21230,0
1318,BOOST,7,13675076,1
1319,BOOTH,10,7723310,1
1320,BOOTS,7,18968708,1
1321,BOOTY,10,14218854,1
1322,BOOZE,16,1178694,0
1323,BOOZY,19,71828,0
1324,BOPPY,14,98945,0
1325,BORAK,11,18314,0
1326,BORAL,7,88043,0
1327,BORAS,7,65124,0
1328,BORAX,14,172497,0
1329,BORDE,8,83278,0
1330,BORDS,8,14737,0
1331,BORED,8,5114852,1
1332,BOREE,7,16638,0
1333,BOREL,7,245222,0
1334,BORER,7,345460,0
1335,BORES,7,289979,0
1336,BORGO,8,257924,0
1337,BORIC,9,154527,0
1338,BORKS,11,0,0
1339,BORMS,9,0,0
1340,BORNA,7,22376,0
1341,BORNE,7,3379421,1
1342,BORON,7,865654,0
1343,BORTS,7,0,0
1344,BORTY,10,0,0
1345,BORTZ,16,59935,0
1346,BOSIE,7,0,0
1347,BOSKS,11,0,0
1348,BOSKY,14,0,0
1349,BOSOM,9,712863,0
1350,BOSON,7,559775,0
1351,BOSSY,10,163576,0
1352,BOSUN,7,78787,0
1353,BOTAS,7,57276,0
1354,BOTCH,12,92410,0
1355,BOTEL,7,73267,0
1356,BOTES,7,26384,0
1357,BOTHY,13,59087,0
1358,BOTTE,7,24625,0
1359,BOTTS,7,100045,0
1360,BOTTY,10,24685,0
1361,BOUGE,8,20083,0
1362,BOUGH,11,520067,0
1363,BOUKS,11,0,0
1364,BOULE,7,116726,0
1365,BOULT,7,54727,0
1366,BOUND,8,22303643,1
1367,BOUNS,7,0,0
1368,BOURD,8,0,0
1369,BOURG,8,219928,0
1370,BOURN,7,74047,0
1371,BOUSE,7,81909,0
1372,BOUSY,10,0,0
1373,BOUTS,7,463473,0
1374,BOVID,11,0,0
1375,BOWAT,10,0,0
1376,BOWED,11,915747,0
1377,BOWEL,10,2666510,1
1378,BOWER,10,783946,0
1379,BOWES,10,833637,0
1380,BOWET,10,0,0
1381,BOWIE,10,3287191,1
1382,BOWLS,10,4193933,1
1383,BOWNE,10,114221,0
1384,BOWRS,10,0,0
1385,BOWSE,10,0,0
1386,BOXED,15,5778226,1
1387,BOXEN,14,79417,0
1388,BOXER,14,3592432,1
1389,BOXES,14,25787744,1
1390,BOXLA,14,0,0
1391,BOXTY,17,0,0
1392,BOYAR,10,24725,0
1393,BOYAU,10,0,0
1394,BOYED,11,0,0
1395,BOYFS,13,0,0
1396,BOYGS,11,0,0
1397,BOYLA,10,0,0
1398,BOYOS,10,0,0
1399,BOYSY,13,0,0
1400,BOZOS,16,49842,0
1401,BRAAI,7,152198,0
1402,BRACE,9,2182960,1
1403,BRACH,12,92726,0
1404,BRACK,13,170564,0
1405,BRACT,9,30353,0
1406,BRADS,8,332940,0
1407,BRAES,7,53166,0
1408,BRAGS,8,149273,0
1409,BRAID,8,981945,0
1410,BRAIL,7,23839,0
1411,BRAIN,7,33612784,1
1412,BRAKE,11,9321885,1
1413,BRAKS,11,0,0
1414,BRAKY,14,0,0
1415,BRAME,9,65964,0
1416,BRAND,8,82807581,1
1417,BRANE,7,468538,0
1418,BRANK,11,25065,0
1419,BRANS,7,31986,0
1420,BRANT,7,730649,0
1421,BRASH,10,461753,0
1422,BRASS,7,14298573,1
1423,BRAST,7,0,0
1424,BRATS,7,339931,0
1425,BRAVA,10,741156,0
1426,BRAVE,10,5221356,1
1427,BRAVI,10,0,0
1428,BRAVO,10,2772503,1
1429,BRAWL,10,567755,0
1430,BRAWN,10,191036,0
1431,BRAWS,10,0,0
1432,BRAXY,17,0,0
1433,BRAYS,10,26177,0
1434,BRAZA,16,42894,0
1435,BRAZE,16,58124,0
1436,BREAD,8,13575360,1
1437,BREAK,11,51242970,1
1438,BREAM,9,307756,0
1439,BREDE,8,71130,0
1440,BREDS,8,15322,0
1441,BREED,8,7716901,1
1442,BREEM,9,0,0
1443,BREER,7,14489,0
1444,BREES,7,126037,0
1445,BREID,8,0,0
1446,BREIS,7,0,0
1447,BREME,9,0,0
1448,BRENS,7,0,0
1449,BRENT,7,4683680,1
1450,BRERE,7,0,0
1451,BRERS,7,0,0
1452,BREVE,10,276955,0
1453,BREWS,10,369926,0
1454,BREYS,10,0,0
1455,BRIAR,7,630788,0
1456,BRIBE,9,646492,0
1457,BRICK,13,8094369,1
1458,BRIDE,8,8650665,1
1459,BRIEF,10,32599674,1
1460,BRIER,7,264521,0
1461,BRIES,7,0,0
1462,BRIGS,8,24912,0
1463,BRIKI,11,0,0
1464,BRIKS,11,0,0
1465,BRILL,7,800254,0
1466,BRIMS,9,62671,0
1467,BRINE,7,816003,0
1468,BRING,8,57608074,1
1469,BRINK,11,1484879,1
1470,BRINS,7,0,0
1471,BRINY,10,66915,0
1472,BRIOS,7,0,0
1473,BRISE,7,35611,0
1474,BRISK,11,774000,0
1475,BRISS,7,61956,0
1476,BRITH,10,73335,0
1477,BRITS,7,1089837,0
1478,BRITT,7,984387,0
1479,BRIZE,16,32178,0
1480,BROAD,8,21370126,1
1481,BROCH,12,77996,0
1482,BROCK,13,2441409,1
1483,BRODS,8,0,0
1484,BROGH,11,0,0
1485,BROGS,8,0,0
1486,BROIL,7,479526,0
1487,BROKE,11,10460811,1
1488,BROME,9,133473,0
1489,BROMO,9,215016,0
1490,BRONC,9,87727,0
1491,BROND,8,0,0
1492,BROOD,8,1042305,0
1493,BROOK,11,6044943,1
1494,BROOL,7,0,0
1495,BROOM,9,1312361,0
1496,BROOS,7,0,0
1497,BROSE,7,60177,0
1498,BROSY,10,0,0
1499,BROTH,10,1297117,0
1500,BROWN,10,64112042,1
1501,BROWS,10,409717,0
1502,BRUGH,11,14540,0
1503,BRUIN,7,455296,0
1504,BRUIT,7,69936,0
1505,BRULE,7,216438,0
1506,BRUME,9,15864,0
1507,BRUNG,8,29676,0
1508,BRUNT,7,489270,0
1509,BRUSH,10,10018684,1
1510,BRUSK,11,0,0
1511,BRUST,7,103885,0
1512,BRUTE,7,1216912,0
1513,BRUTS,7,0,0
1514,BUATS,7,0,0
1515,BUAZE,16,0,0
1516,BUBAL,9,0,0
1517,BUBAS,9,0,0
1518,BUBBA,11,1178018,0
1519,BUBBE,11,24357,0
1520,BUBBY,14,52761,0
1521,BUBUS,9,0,0
1522,BUCHU,12,32186,0
1523,BUCKO,13,47129,0
1524,BUCKS,13,6165133,1
1525,BUCKU,13,0,0
1526,BUDAS,8,0,0
1527,BUDDY,12,23611087,1
1528,BUDGE,9,418361,0
1529,BUDIS,8,0,0
1530,BUDOS,8,49160,0
1531,BUFFA,13,54425,0
1532,BUFFE,13,0,0
1533,BUFFI,13,15479,0
1534,BUFFO,13,12874,0
1535,BUFFS,13,614179,0
1536,BUFFY,16,4519674,1
1537,BUFOS,10,0,0
1538,BUFTY,13,0,0
1539,BUGGY,12,1955438,1
1540,BUGLE,8,583867,0
1541,BUHLS,10,0,0
1542,BUHRS,10,0,0
1543,BUIKS,11,0,0
1544,BUILD,8,77203075,1
1545,BUILT,7,61502894,1
1546,BUIST,7,39457,0
1547,BUKES,11,0,0
1548,BULBS,9,5028440,1
1549,BULGE,8,881613,0
1550,BULGY,11,0,0
1551,BULKS,11,51261,0
1552,BULKY,14,1181562,0
1553,BULLA,7,118031,0
1554,BULLS,7,3540837,1
1555,BULLY,10,1532418,1
1556,BULSE,7,0,0
1557,BUMBO,11,51541,0
1558,BUMFS,12,0,0
1559,BUMPH,14,0,0
1560,BUMPS,11,1501221,1
1561,BUMPY,14,692057,0
1562,BUNAS,7,0,0
1563,BUNCE,9,147990,0
1564,BUNCH,12,10355431,1
1565,BUNCO,9,56806,0
1566,BUNDE,8,23237,0
1567,BUNDH,11,0,0
1568,BUNDS,8,38923,0
1569,BUNDT,8,153250,0
1570,BUNDU,8,14525,0
1571,BUNDY,11,518060,0
1572,BUNGS,8,45792,0
1573,BUNGY,11,130839,0
1574,BUNIA,7,39646,0
1575,BUNJE,14,0,0
1576,BUNJY,17,0,0
1577,BUNKO,11,118710,0
1578,BUNKS,11,214252,0
1579,BUNNS,7,0,0
1580,BUNNY,10,5730050,1
1581,BUNTS,7,27287,0
1582,BUNTY,10,79451,0
1583,BUNYA,10,57395,0
1584,BUOYS,10,532923,0
1585,BUPPY,14,0,0
1586,BURAN,7,53977,0
1587,BURAS,7,57246,0
1588,BURBS,9,192323,0
1589,BURDS,8,0,0
1590,BURET,7,24021,0
1591,BURFI,10,0,0
1592,BURGH,11,396862,0
1593,BURGS,8,0,0
1594,BURIN,7,58788,0
1595,BURKA,11,79244,0
1596,BURKE,11,5646090,1
1597,BURKS,11,290057,0
1598,BURLS,7,27611,0
1599,BURLY,10,250632,0
1600,BURNS,7,9460104,1
1601,BURNT,7,3221640,1
1602,BUROO,7,0,0
1603,BURPS,9,57385,0
1604,BURQA,16,59931,0
1605,BURRO,7,178515,0
1606,BURRS,7,138116,0
1607,BURRY,10,88635,0
1608,BURSA,7,366398,0
1609,BURSE,7,32738,0
1610,BURST,7,5147573,1
1611,BUSBY,12,412048,0
1612,BUSED,8,62772,0
1613,BUSES,7,6101027,1
1614,BUSHY,13,445882,0
1615,BUSKS,11,0,0
1616,BUSKY,14,0,0
1617,BUSSU,7,0,0
1618,BUSTI,7,0,0
1619,BUSTS,7,710437,0
1620,BUSTY,10,15705827,1
1621,BUTCH,12,1213820,0
1622,BUTEO,7,93137,0
1623,BUTES,7,15179,0
1624,BUTLE,7,0,0
1625,BUTOH,10,38293,0
1626,BUTTE,7,2505600,1
1627,BUTTS,7,8968856,1
1628,BUTTY,10,33867,0
1629,BUTUT,7,0,0
1630,BUTYL,10,770092,0
1631,BUXOM,16,237464,0
1632,BUYER,10,42024703,1
1633,BUZZY,28,128866,0
1634,BWANA,10,67496,0
1635,BWAZI,19,0,0
1636,BYDED,12,0,0
1637,BYDES,11,0,0
1638,BYKED,15,0,0
1639,BYKES,14,0,0
1640,BYLAW,13,1070798,0
1641,BYRES,10,23946,0
1642,BYRLS,10,0,0
1643,BYSSI,10,0,0
1644,BYTES,10,30848384,1
1645,BYWAY,16,266973,0
1646,CAAED,8,0,0
1647,CABAL,9,531622,0
1648,CABAS,9,75061,0
1649,CABBY,14,61542,0
1650,CABER,9,45575,0
1651,CABIN,9,8052267,1
1652,CABLE,9,70082598,1
1653,CABOB,11,0,0
1654,CABOC,11,0,0
1655,CABRE,9,0,0
1656,CACAO,9,331714,0
1657,CACAS,9,0,0
1658,CACHE,12,17250923,1
1659,CACKS,13,32499,0
1660,CACKY,16,0,0
1661,CACTI,9,478989,0
1662,CADDY,12,1094377,0
1663,CADEE,8,0,0
1664,CADES,8,87413,0
1665,CADET,8,1717624,1
1666,CADGE,9,0,0
1667,CADGY,12,0,0
1668,CADIE,8,0,0
1669,CADIS,8,0,0
1670,CADRE,8,925745,0
1671,CAECA,9,0,0
1672,CAESE,7,0,0
1673,CAFES,10,2730706,1
1674,CAFFS,13,0,0
1675,CAGED,9,511070,0
1676,CAGER,8,54107,0
1677,CAGES,8,1943021,1
1678,CAGEY,11,66504,0
1679,CAGOT,8,0,0
1680,CAHOW,13,0,0
1681,CAIDS,8,0,0
1682,CAINS,7,31441,0
1683,CAIRD,8,55746,0
1684,CAIRN,7,688283,0
1685,CAJON,14,655061,0
1686,CAJUN,14,2262690,1
1687,CAKED,12,91635,0
1688,CAKES,11,5565500,1
1689,CAKEY,14,0,0
1690,CALFS,10,0,0
1691,CALID,8,0,0
1692,CALIF,10,766201,0
1693,CALIX,14,61073,0
1694,CALKS,11,0,0
1695,CALLA,7,580506,0
1696,CALLS,7,43661633,1
1697,CALMS,9,242513,0
1698,CALMY,12,0,0
1699,CALOS,7,0,0
1700,CALPA,9,0,0
1701,CALPS,9,0,0
1702,CALVE,10,61132,0
1703,CALYX,17,252215,0
1704,CAMAN,9,0,0
1705,CAMAS,9,377315,0
1706,CAMEL,9,11005001,1
1707,CAMEO,9,1517437,1
1708,CAMES,9,24794,0
1709,CAMIS,9,87567,0
1710,CAMOS,9,18180,0
1711,CAMPI,11,140537,0
1712,CAMPO,11,1243547,0
1713,CAMPS,11,11712039,1
1714,CAMPY,14,274413,0
1715,CAMUS,9,415924,0
1716,CANAL,7,8278196,1
1717,CANDY,11,13772033,1
1718,CANED,8,107189,0
1719,CANEH,10,0,0
1720,CANER,7,65626,0
1721,CANES,7,830262,0
1722,CANGS,8,0,0
1723,CANID,8,22313,0
1724,CANNA,7,586192,0
1725,CANNS,7,0,0
1726,CANNY,10,209480,0
1727,CANOE,7,3790795,1
1728,CANON,7,41144763,1
1729,CANSO,7,43027,0
1730,CANST,7,199219,0
1731,CANTO,7,643291,0
1732,CANTS,7,41309,0
1733,CANTY,10,110559,0
1734,CAPAS,9,30260,0
1735,CAPED,10,85551,0
1736,CAPER,9,485193,0
1737,CAPES,9,454767,0
1738,CAPEX,16,200971,0
1739,CAPHS,12,0,0
1740,CAPIZ,18,48568,0
1741,CAPLE,9,153600,0
1742,CAPON,9,113985,0
1743,CAPOS,9,96287,0
1744,CAPOT,9,0,0
1745,CAPRI,9,4902351,1
1746,CAPUL,9,0,0
1747,CAPUT,9,105633,0
1748,CARAP,9,0,0
1749,CARAT,7,3398374,1
1750,CARBO,9,270809,0
1751,CARBS,9,1715865,1
1752,CARBY,12,23634,0
1753,CARDI,8,134432,0
1754,CARDS,8,121094522,1
1755,CARDY,11,61530,0
1756,CARED,8,2333049,1
1757,CARER,7,791142,0
1758,CARES,7,4757269,1
1759,CARET,7,284139,0
1760,CAREX,14,335219,0
1761,CARGO,8,9748668,1
1762,CARKS,11,0,0
1763,CARLE,7,405785,0
1764,CARLS,7,71443,0
1765,CARNS,7,23434,0
1766,CARNY,10,42572,0
1767,CAROB,9,154818,0
1768,CAROL,7,11109404,1
1769,CAROM,9,42604,0
1770,CARON,7,942813,0
1771,CARPI,9,52249,0
1772,CARPS,9,84962,0
1773,CARRS,7,150212,0
1774,CARRY,10,33056477,1
1775,CARSE,7,45840,0
1776,CARTA,7,860402,0
1777,CARTE,7,2722336,1
1778,CARTS,7,3559795,1
1779,CARVE,10,952422,0
1780,CARVY,13,0,0
1781,CASAS,7,538695,0
1782,CASCO,9,371797,0
1783,CASED,8,382486,0
1784,CASES,7,86255673,1
1785,CASKS,11,177165,0
1786,CASKY,14,0,0
1787,CASTE,7,1166877,0
1788,CASTS,7,1645690,1
1789,CASUS,7,56402,0
1790,CATCH,12,20400979,1
1791,CATER,7,2092828,1
1792,CATES,7,476810,0
1793,CATTY,10,107679,0
1794,CAUDA,8,118554,0
1795,CAUKS,11,0,0
1796,CAULD,8,0,0
1797,CAULK,11,245944,0
1798,CAULS,7,0,0
1799,CAUMS,9,0,0
1800,CAUPS,9,0,0
1801,CAURI,7,0,0
1802,CAUSA,7,249786,0
1803,CAUSE,7,65904680,1
1804,CAVAS,10,0,0
1805,CAVED,11,182199,0
1806,CAVEL,10,0,0
1807,CAVER,10,50776,0
1808,CAVES,10,2355316,1
1809,CAVIE,10,0,0
1810,CAVIL,10,27985,0
1811,CAWED,11,0,0
1812,CAWKS,14,0,0
1813,CAXON,14,0,0
1814,CEASE,7,4081957,1
1815,CEAZE,16,0,0
1816,CEBID,10,0,0
1817,CECAL,9,43532,0
1818,CECUM,11,70881,0
1819,CEDAR,8,9484993,1
1820,CEDED,9,316917,0
1821,CEDER,8,46829,0
1822,CEDES,8,59550,0
1823,CEDIS,8,40486,0
1824,CEIBA,9,139880,0
1825,CEILI,7,82339,0
1826,CEILS,7,0,0
1827,CELEB,9,4548138,1
1828,CELLA,7,152229,0
1829,CELLI,7,66365,0
1830,CELLO,7,2358848,1
1831,CELLS,7,44128080,1
1832,CELOM,9,0,0
1833,CELTS,7,434287,0
1834,CENSE,7,33401,0
1835,CENTO,7,86902,0
1836,CENTS,7,10301064,1
1837,CENTU,7,31561,0
1838,CEORL,7,0,0
1839,CEPES,9,0,0
1840,CERCI,9,0,0
1841,CERED,8,0,0
1842,CERES,7,904726,0
1843,CERGE,8,24119,0
1844,CERIA,7,33549,0
1845,CERIC,9,0,0
1846,CERNE,7,30479,0
1847,CEROC,9,81480,0
1848,CEROS,7,0,0
1849,CERTS,7,596230,0
1850,CERTY,10,0,0
1851,CESSE,7,19821,0
1852,CESTA,7,146961,0
1853,CESTI,7,13726,0
1854,CETES,7,0,0
1855,CETYL,10,88927,0
1856,CEZVE,19,0,0
1857,CHACE,12,99271,0
1858,CHACK,16,19946,0
1859,CHACO,12,467915,0
1860,CHADO,11,31119,0
1861,CHADS,11,80636,0
1862,CHAFE,13,118832,0
1863,CHAFF,16,294863,0
1864,CHAFT,13,0,0
1865,CHAIN,10,35928367,1
1866,CHAIR,10,40764005,1
1867,CHAIS,10,18222,0
1868,CHALK,14,2498505,1
1869,CHALS,10,0,0
1870,CHAMP,14,2867858,1
1871,CHAMS,12,15375,0
1872,CHANA,10,172039,0
1873,CHANG,11,4168927,1
1874,CHANK,14,14570,0
1875,CHANT,10,1374428,0
1876,CHAOS,10,8690268,1
1877,CHAPE,12,0,0
1878,CHAPS,12,789805,0
1879,CHAPT,12,94699,0
1880,CHARA,10,159940,0
1881,CHARD,11,459373,0
1882,CHARE,10,20082,0
1883,CHARK,14,0,0
1884,CHARM,12,10554644,1
1885,CHARR,10,50499,0
1886,CHARS,10,1627316,1
1887,CHART,10,35027490,1
1888,CHARY,13,36745,0
1889,CHASE,10,10971945,1
1890,CHASM,12,517410,0
1891,CHATS,10,2666432,1
1892,CHAVE,13,91118,0
1893,CHAVS,13,212867,0
1894,CHAWK,17,0,0
1895,CHAWS,13,0,0
1896,CHAYA,13,83961,0
1897,CHAYS,13,37524,0
1898,CHEAP,12,97049762,1
1899,CHEAT,10,9903572,1
1900,CHECK,16,244491090,1
